Numot,Season,game_id,host_lat,host_long,host_site,season,team1_id,team1_score,team2_id,team2_score,team1_seed,team1_lat,team1_long,team1_teamname,team1_fg2pct,team1_fg3pct,team1_ftpct,team1_blockpct,team1_oppfg2pct,team1_oppfg3pct,team1_oppftpct,team1_oppblockpct,team1_f3grate,team1_oppf3grate,team1_arate,team1_opparate,team1_stlrate,team1_oppstlrate,team1_tempo,team1_adjtempo,team1_oe,team1_adjoe,team1_de,team1_adjde,team1_ap_preseason,team1_ap_final,team1_coaches_preseason,team1_coaches_before_final,team1_rpi_rating,team1_coach_id,team1_coach_name,team1_pt_school_ncaa,team1_pt_overall_ncaa,team1_pt_school_s16,team1_pt_overall_s16,team1_pt_school_ff,team1_pt_overall_ff,team1_pt_career_school_wins,team1_pt_career_school_losses,team1_pt_career_overall_losses,team1_pt_team_season_wins,team1_pt_team_season_losses,team1_pt_coach_season_wins,team1_pt_coach_season_losses,team2_seed,team2_lat,team2_long,team2_teamname,team2_fg2pct,team2_fg3pct,team2_ftpct,team2_blockpct,team2_oppfg2pct,team2_oppfg3pct,team2_oppftpct,team2_oppblockpct,team2_f3grate,team2_oppf3grate,team2_arate,team2_opparate,team2_stlrate,team2_oppstlrate,team2_tempo,team2_adjtempo,team2_oe,team2_adjoe,team2_de,team2_adjde,team2_ap_preseason,team2_ap_final,team2_coaches_preseason,team2_coaches_before_final,team2_rpi_rating,team2_coach_id,team2_coach_name,team2_pt_school_ncaa,team2_pt_overall_ncaa,team2_pt_school_s16,team2_pt_overall_s16,team2_pt_school_ff,team2_pt_overall_ff,team2_pt_career_school_wins,team2_pt_career_school_losses,team2_pt_career_overall_losses,team2_pt_team_season_wins,team2_pt_team_season_losses,team2_pt_coach_season_wins,team2_pt_coach_season_losses,result,team1_freq,seed,blockpct,pt_team_season_wins,oppf3grate,fg2pct,fg3pct,rpi_rating,adjoe,adjde,region,manhattan_dist,dist,adj_seed,adjem
0,2002,2002-1448-1337,38.5556,-121.4689,Sacramento,2002,1448,83,1337,74,7,36.135301,-80.279004,Wake Forest,52.8839,36.6412,73.8192,9.9499,49.32,34.4307,68.7764,6.5323,31.2798,34.2897,55.2448,53.2979,0.0879,0.1039,73.2075,71.5241,110.6312,115.7479,103.9414,100.3366,NA,NA,NA,NA,0.595,skip-prosser-1,Skip Prosser,0,5,0,0,0,0,185,12,90,20,12,20,12,10,34.041912,-118.707677,Pepperdine,49.5746,36.4516,71.4729,12.603,43.7397,36.7893,72.1704,5.7231,32.4098,33.0022,48.4429,57.3901,0.0933,0.0752,74.1445,74.1163,107.0549,108.5752,99.0433,96.7807,NA,NA,NA,NA,0.597,paul-westphal-1,Paul Westphal,0,0,0,0,0,0,22,8,8,22,8,22,8,1,5,-3,-2.6531,-2,1.2875,3.3093,0.1896,-0.002,7.1727,3.5559,MIDWEST,36.335284,35.96965425,-3.375,3.6168
0,2002,2002-1461-1211,35.1107,-106.61,Albuquerque,2002,1461,73,1211,66,11,41.311943,-105.57204,Wyoming,50.6349,30.8962,69.6822,10.4355,43.1389,36.2205,70.8783,8.8095,25.1781,29.4493,51.8856,53.8787,0.096,0.1068,69.6172,70.4124,105.3654,106.037,97.0568,96.6601,NA,NA,NA,NA,0.567,steve-mcclain-1,Steve McClain,0,0,0,0,0,0,78,40,40,21,8,21,8,6,47.668144,-117.403062,Gonzaga,50.1169,39.0706,73.2446,8.7981,41.791,33.2335,68.5668,7.7163,31.1695,34.4152,57.8161,50,0.0804,0.0813,70.978,70.1758,112.7484,115.1777,93.6616,96.3415,NA,6,NA,6,0.579,mark-few-1,Mark Few,2,2,2,2,0,0,81,19,19,29,3,29,3,1,2,5,1.6374,-8,-4.9659,0.518,-8.1744,-0.012,-9.1407,0.3186,WEST,-16.111303,-10.2708596,15.625,-9.4593
0,2002,2002-1153-1131,40.4417,-80,Pittsburgh,2002,1153,90,1131,52,1,39.131159,-84.51428,Cincinnati,50.7363,36.2218,70.9178,10.2265,40.4942,29.5848,68.2848,6.2249,27.8609,28.4029,48.7073,44.8095,0.069,0.0657,68.4368,68.7152,112.2741,115.7842,86.3924,88.0357,NA,5,NA,5,0.664,bob-huggins-1,Bob Huggins,10,11,4,4,1,1,427,100,146,30,3,30,3,16,42.349581,-71.09984,Boston University,45.4167,35.8025,68.8172,7.7994,42.8041,33.0893,68.2443,10.3333,32.0883,38.8068,53.3422,55.0218,0.0913,0.1041,65.0025,65.8612,102.6611,99.5634,95.6198,101.1011,NA,NA,NA,NA,0.579,dennis-wolff-1,Dennis Wolff,1,1,0,0,0,0,129,106,106,22,9,22,9,1,10,-15,2.4271,8,-10.4039,5.3196,0.4193,0.085,16.2208,-13.0654,SOUTH,-4.98322,-4.401690571,-421.875,29.2862
0,2002,2002-1208-1293,41.8369,-87.6847,Chicago,2002,1208,85,1293,68,3,33.943487,-83.373847,Georgia,50.7961,32.2807,74.3066,9.4293,50.0414,31.0145,66.6058,9.022,30.1747,36.3349,56.9087,56.2882,0.1259,0.1055,70.6786,70.9604,108.4477,114.569,100.5115,96.9263,NA,23,NA,NA,0.612,jim-harrick-1,Jim Harrick,1,15,0,4,0,1,450,44,226,21,9,21,9,14,36.61241,-88.323493,Murray St.,49.476,32.0066,71.8861,12.5,50.085,34.1818,70.5056,7.0359,31.0985,31.8656,49.2974,57.6577,0.1051,0.1074,72.066,70.7761,106.5064,104.1288,103.1195,104.2136,NA,NA,NA,NA,0.609,tevester-anderson-1,Tevester Anderson,1,1,0,0,0,0,86,39,39,19,12,19,12,1,1,-11,-3.0707,2,4.4693,1.3201,0.2741,0.003,10.4402,-7.2873,EAST,6.340983,3.730457294,-166.375,17.7275
0,2002,2002-1268-1373,38.8951,-77.0367,Washington,2002,1268,85,1373,70,1,38.988607,-76.939704,Maryland,51.9185,37.4138,72.5616,13.6106,43.6673,31.6597,68.118,7.6739,25.8007,31.1198,65.928,53.1522,0.1118,0.0941,75.2758,75.418,113.1674,116.2551,94.3706,91.5424,2,4,2,4,0.659,gary-williams-1,Gary Williams,8,11,5,7,1,1,475,143,271,26,4,26,4,16,42.718586,-73.75153,Siena,45.6127,34.626,74.4032,11.3308,42.6616,33.6399,69.6471,10.5144,35.3229,36.657,54.5135,57.8947,0.0778,0.102,68.8425,67.7359,98.693,98.6102,96.3688,99.6885,NA,NA,NA,NA,0.464,rob-lanier-1,Rob Lanier,0,0,0,0,0,0,16,18,18,16,18,16,18,1,11,-15,2.2798,10,-5.5372,6.3058,2.7878,0.195,17.6449,-8.1461,WEST,-6.918153,-4.906242298,-421.875,25.791
0,2002,2002-1338-1148,40.4417,-80,Pittsburgh,2002,1338,71,1148,54,3,40.444502,-79.954692,Pittsburgh,54.7988,32.2581,60.4527,11.9175,44.6142,28.8217,69.5222,9.4427,34.5491,32.4213,63.5776,54.902,0.0991,0.0792,66.5007,65.6775,107.3403,110.257,90.1442,91.6547,NA,9,NA,7,0.608,ben-howland-1,Ben Howland,0,1,0,0,0,0,136,34,95,27,5,27,5,14,41.690258,-72.770094,Central Connecticut,48.8776,35.0126,73.6011,8.2665,46.6292,30.832,62.1505,7.3135,22.3285,32.9747,51.5971,52.4675,0.0989,0.1063,67.3755,65.6751,105.115,98.4339,92.1765,96.3931,NA,NA,NA,NA,0.52,howie-dickenman-1,Howie Dickenman,1,1,0,0,0,0,97,78,78,27,4,27,4,1,15,-11,3.651,0,-0.5534,5.9212,-2.7545,0.088,11.8231,-4.7384,SOUTH,-8.430354,-7.291528354,-166.375,16.5615
0,2002,2002-1400-1130,32.7767,-96.797,Dallas,2002,1400,70,1130,57,6,30.28473,-97.737277,Texas,48.2603,36.7647,68.6732,9.5342,47.3071,36.5559,65.3955,8.3119,25.9542,32.5147,54.373,52.13,0.0869,0.091,70.7855,70.6207,109.8999,113.6185,102.7344,99.4373,23,NA,23,NA,0.596,rick-barnes-1,Rick Barnes,3,9,0,1,0,0,290,42,176,20,11,20,11,11,42.337688,-71.171488,Boston College,45.8723,33.7043,69.5876,8.1839,46.6095,32.973,65.8098,9.3458,32.8803,30.1959,53.5581,52.4968,0.1139,0.1047,70.6985,70.708,103.7066,107.0112,99.2527,97.6867,17,NA,17,NA,0.612,al-skinner-1,Al Skinner,1,3,0,0,0,0,217,72,198,20,11,20,11,1,18,-5,1.3503,0,2.3188,2.388,3.0604,-0.016,6.6073,1.7506,SOUTH,-31.754253,-24.68757638,-15.625,4.8567
0,2002,2002-1417-1279,40.4417,-80,Pittsburgh,2002,1417,80,1279,58,8,34.068892,-118.443901,UCLA,50.6716,38.986,69.1834,8.1152,49.3892,33.2947,71.5548,6.1194,29.9163,42.9283,52.9933,55.6858,0.0784,0.0805,69.505,68.5327,106.244,110.6811,102.9371,96.7451,5,NA,5,NA,0.586,steve-lavin-1,Steve Lavin,5,5,4,4,0,0,133,58,58,19,11,19,11,9,34.362144,-89.539377,Mississippi,50.6764,37.8689,73.5736,5.1818,48.3636,31.6129,67.8233,11.5505,38.8288,29.7125,57.6602,51.8409,0.1075,0.1085,66.967,66.4878,107.7291,112.3212,95.6265,94.8577,NA,NA,NA,NA,0.57,rod-barnes-1,Rod Barnes,2,2,1,1,0,0,86,45,45,20,10,20,10,1,18,-1,2.9334,-1,13.2158,-0.0048,1.1171,0.016,-1.6401,1.8874,WEST,29.197776,27.65655622,-0.125,-3.5275
0,2002,2002-1458-1385,38.8951,-77.0367,Washington,2002,1458,80,1385,70,8,43.073858,-89.405356,Wisconsin,47.6054,35.7639,71.8354,5.1925,51.1191,34.7826,68.7251,9.1954,35.5556,32.1385,55.6188,51.1258,0.0912,0.1002,63.8016,64.6828,103.0291,107.4935,100.3758,95.4425,NA,NA,NA,NA,0.569,bo-ryan-1,Bo Ryan,0,0,0,0,0,0,48,12,39,18,12,18,12,9,40.721979,-73.795301,St. John's,43.9074,28.719,66.9544,9.7403,46.1039,33.1461,72.1024,9.1899,24.7824,30.2378,46.9388,57.3154,0.1393,0.0992,71.8188,70.725,97.0139,99.3518,94.3765,91.7203,NA,NA,NA,NA,0.575,mike-jarvis-1,Mike Jarvis,2,8,1,2,0,0,340,43,184,20,11,20,11,1,21,-1,-4.5478,-2,1.9007,3.698,7.0449,-0.006,8.1417,3.7222,WEST,11.479136,9.334710921,-0.125,4.4195
0,2002,2002-1245-1104,35.6017,-77.3725,Greenville,2002,1245,71,1104,58,10,41.146856,-81.342253,Kent St.,50.7947,36.5812,73.1034,5.4849,46.1844,32.4717,68.9051,5.5978,28.7894,32.9782,48.4721,50.6394,0.0974,0.0717,65.4145,66.1658,115.7547,113.6686,96.7084,96.201,NA,NA,NA,NA,0.604,stan-heath-1,Stan Heath,0,0,0,0,0,0,27,5,5,27,5,27,5,2,33.2144,-87.545766,Alabama,50.6579,30.8677,73.5782,8.0468,45.2085,31.7841,68.2422,7.1637,33.945,32.7925,50.5495,46.988,0.1053,0.0881,69.8636,69.9001,108.4361,111.4954,95.2313,93.877,24,8,24,8,0.637,mark-gottfried-1,Mark Gottfried,0,2,0,0,0,0,149,49,73,26,7,26,7,1,3,8,-2.5619,1,0.1857,0.1368,5.7135,-0.033,2.1732,2.324,EAST,-3.045657,-3.629964274,64,-0.1508
0,2002,2002-1332-1448,38.5556,-121.4689,Sacramento,2002,1332,92,1448,87,2,44.044515,-123.07398,Oregon,52.352,42.2096,77.0784,7.0243,46.4879,34.3013,67.9767,6.6009,34.8814,26.0274,57.085,45.2563,0.099,0.0927,73.3053,72.3868,116.3415,116.6486,96.8665,95.8647,NA,11,NA,11,0.593,ernie-kent-1,Ernie Kent,1,2,0,0,0,0,181,57,137,23,8,23,8,7,36.135301,-80.279004,Wake Forest,52.8839,36.6412,73.8192,9.9499,49.32,34.4307,68.7764,6.5323,31.2798,34.2897,55.2448,53.2979,0.0879,0.1039,73.2075,71.5241,110.6312,115.7479,103.9414,100.3366,NA,NA,NA,NA,0.595,skip-prosser-1,Skip Prosser,0,5,0,0,0,0,185,12,90,20,12,20,12,1,11,-5,-2.9256,3,-8.2623,-0.5319,5.5684,-0.002,0.9007,-4.4719,MIDWEST,-36.5162,-35.54216036,-15.625,5.3726
0,2002,2002-1163-1301,38.8951,-77.0367,Washington,2002,1163,77,1301,74,2,41.808215,-72.249537,Connecticut,50.4627,39.3862,69.6315,15.6499,40.5836,32.3442,71.151,8.575,19.4334,30.8891,50.823,55.7831,0.1035,0.091,71.8605,70.3456,106.1949,108.1906,93.6429,91.5948,NA,10,NA,13,0.627,jim-calhoun-1,Jim Calhoun,9,14,7,7,1,1,623,149,286,24,6,24,6,7,35.785111,-78.674517,North Carolina St.,51.4512,35.9638,75.5047,5.6648,49.5673,31.4126,73.6626,9.7625,40.4712,29.7402,63.2677,54.8185,0.1136,0.0984,69.9059,68.8094,108.3939,109.9085,96.7003,93.5746,NA,NA,NA,25,0.585,herb-sendek-1,Herb Sendek,0,1,0,0,0,0,171,84,110,22,10,22,10,1,14,-5,9.9851,2,1.1489,-0.9885,3.4224,0.042,-1.7179,-1.9798,EAST,2.952472,2.088959543,-15.625,0.2619
0,2002,2002-1328-1462,32.7767,-96.797,Dallas,2002,1328,78,1462,65,2,35.208152,-97.445692,Oklahoma,48.2265,35.0148,76.676,9.6264,44.8994,29.9296,68.5611,8.1518,29.5484,28.9796,51.1375,55.4717,0.1293,0.0824,69.3604,68.4844,111.0435,110.4555,91.4413,88.5941,25,3,25,3,0.655,kelvin-sampson-1,Kelvin Sampson,7,8,1,1,0,0,286,73,176,27,4,27,4,7,39.149291,-84.477648,Xavier,49.1942,35.6239,72.1019,10.6557,43.7407,30.6839,66.8687,8.7362,31.9284,28.7307,51.4801,51.9256,0.0986,0.0898,66.8298,68.0282,108.3514,109.1179,93.2482,92.009,NA,22,NA,19,0.613,thad-matta-1,Thad Matta,0,1,0,0,0,0,49,5,13,25,5,25,5,1,9,-5,-1.0293,2,0.2489,-0.9677,-0.6091,0.042,1.3376,-3.4149,SOUTH,-15.611799,-11.35348257,-15.625,4.7525
0,2002,2002-1338-1143,40.4417,-80,Pittsburgh,2002,1338,63,1143,50,3,40.444502,-79.954692,Pittsburgh,54.7988,32.2581,60.4527,11.9175,44.6142,28.8217,69.5222,9.4427,34.5491,32.4213,63.5776,54.902,0.0991,0.0792,66.5007,65.6775,107.3403,110.257,90.1442,91.6547,NA,9,NA,7,0.608,ben-howland-1,Ben Howland,0,1,0,0,0,0,136,34,95,27,5,27,5,6,37.871519,-122.260401,California,51.6746,31.4286,67.713,11.9891,46.1399,34.3701,66.6174,7.0973,32.1796,36.8693,58.3234,59.6708,0.1143,0.0729,68.9445,68.0084,104.0471,108.4214,94.9897,93.0913,NA,NA,NA,NA,0.593,ben-braun-1,Ben Braun,2,5,1,2,0,0,301,69,202,22,8,22,8,1,15,-3,-0.0716,5,-4.448,3.1242,0.8295,0.015,1.8356,-1.4366,SOUTH,-44.782472,-42.29309057,-3.375,3.2722
0,2002,2002-1356-1208,41.8369,-87.6847,Chicago,2002,1356,77,1208,75,11,37.71921,-89.217618,Southern Illinois,49.9339,36.6057,61.9318,11.8257,42.047,35.9019,69.8824,6.7371,28.4161,28.3094,56.0451,47.7245,0.1036,0.0938,70.9269,73.0735,107.0924,105.457,94.3099,94.6616,NA,NA,NA,NA,0.579,bruce-weber-1,Bruce Weber,0,0,0,0,0,0,77,46,46,26,7,26,7,3,33.943487,-83.373847,Georgia,50.7961,32.2807,74.3066,9.4293,50.0414,31.0145,66.6058,9.022,30.1747,36.3349,56.9087,56.2882,0.1259,0.1055,70.6786,70.9604,108.4477,114.569,100.5115,96.9263,NA,23,NA,NA,0.612,jim-harrick-1,Jim Harrick,1,15,0,4,0,1,450,44,226,21,9,21,9,1,8,8,2.3964,5,-8.0255,-0.8622,4.325,-0.033,-9.112,-2.2647,MIDWEST,-6.553658,-4.600085416,64,-6.8473
